"genus","sample_id","abundance"
"Proteiniphilum","A87",2
"Proteiniphilum","A89",4
"Proteiniphilum","A93",2
"Proteiniphilum","A101",5
"Proteiniphilum","A109",2
"Proteiniphilum","A113",1
"Proteiniphilum","A114",2
"Proteiniphilum","A115",1
"Proteiniphilum","A142",2
"Proteiniphilum","A149",1
"Proteiniphilum","A164",5
"Proteiniphilum","A165",2
"Proteiniphilum","B1",3
"Proteiniphilum","B3",1
"Proteiniphilum","B5",2
"Proteiniphilum","B6",1
"Proteiniphilum","B7",1
"Proteiniphilum","B8",1
"Proteiniphilum","B13",5
"Proteiniphilum","B28",1
"Proteiniphilum","B37",1
"Proteiniphilum","B103",3
"Proteiniphilum","B106",6
"Proteiniphilum","B111",7
"Proteiniphilum","B114",4
"Proteiniphilum","B115",1
"Proteiniphilum","B120",5
"Proteiniphilum","B127",1
"Proteiniphilum","B132",1
"Proteiniphilum","B141",1
"Proteiniphilum","B152",8
"Proteiniphilum","B156",1
"Prevotella","A5",8
"Prevotella","A9",1
"Prevotella","A31",1
"Prevotella","A51",1
"Prevotella","A52",2
"Prevotella","A53",8
"Prevotella","A54",2
"Prevotella","A67",1
"Prevotella","A68",1
"Prevotella","A71",3
"Prevotella","A73",3
"Prevotella","A76",2
"Prevotella","A78",2
"Prevotella","A89",3
"Prevotella","A101",1
"Prevotella","A109",1
"Prevotella","A113",1
"Prevotella","A114",1
"Prevotella","A149",3
"Prevotella","A164",2
"Prevotella","A165",3
"Prevotella","B8",1
"Prevotella","B94",1
"Prevotella","B114",2
"Prevotella","A5",2
"Prevotella","A9",1
"Prevotella","A31",1
"Prevotella","A51",2
"Prevotella","A52",1
"Prevotella","A53",3
"Prevotella","A69",1
"Prevotella","A73",1
"Prevotella","A76",1
"Prevotella","A78",2
"Prevotella","A89",4
"Prevotella","A113",2
"Prevotella","A114",2
"Prevotella","A144",4
"Prevotella","A149",1
"Prevotella","A165",8
"Prevotella","B3",1
"Prevotella","B6",1
"Prevotella","B14",1
"Prevotella","B28",1
"Prevotella","B29",2
"Prevotella","B103",1
"Prevotella","B111",2
"Prevotella","B115",1
"Prevotella","A3",1
"Prevotella","A6",1
"Prevotella","A9",1
"Prevotella","A31",2
"Prevotella","A51",2
"Prevotella","A52",1
"Prevotella","A53",8
"Prevotella","A54",3
"Prevotella","A68",2
"Prevotella","A69",1
"Prevotella","A71",7
"Prevotella","A73",1
"Prevotella","A76",5
"Prevotella","A78",2
"Prevotella","A89",3
"Prevotella","A101",4
"Prevotella","A109",4
"Prevotella","A113",2
"Prevotella","A114",5
"Prevotella","A115",3
"Prevotella","A149",2
"Prevotella","A164",5
"Prevotella","A165",6
"Prevotella","B3",3
"Prevotella","B94",1
"Prevotella","B103",3
"Prevotella","B106",4
"Prevotella","B111",4
"Prevotella","B120",5
"Sphingobacterium","A3",2
"Sphingobacterium","A5",2
"Sphingobacterium","A6",2
"Sphingobacterium","A9",2
"Sphingobacterium","A31",3
"Sphingobacterium","A51",4
"Sphingobacterium","A53",1
"Sphingobacterium","A54",2
"Sphingobacterium","A59",2
"Sphingobacterium","A67",3
"Sphingobacterium","A69",1
"Sphingobacterium","A71",5
"Sphingobacterium","A76",8
"Sphingobacterium","A78",1
"Sphingobacterium","A89",1
"Sphingobacterium","A93",2
"Sphingobacterium","A113",3
"Sphingobacterium","A114",4
"Sphingobacterium","A115",4
"Sphingobacterium","A142",3
"Sphingobacterium","A144",2
"Sphingobacterium","A149",1
"Sphingobacterium","A164",2
"Sphingobacterium","B1",2
"Sphingobacterium","B3",2
"Sphingobacterium","B5",3
"Sphingobacterium","B8",8
"Sphingobacterium","B28",2
"Sphingobacterium","B29",1
"Sphingobacterium","B37",4
"Sphingobacterium","B103",1
"Sphingobacterium","B106",2
"Sphingobacterium","B111",3
"Sphingobacterium","B114",4
"Sphingobacterium","B115",4
"Sphingobacterium","B120",2
"Sphingobacterium","B132",2
"Sphingobacterium","B142",2
"Brevibacillus","A3",7
"Brevibacillus","A5",8
"Brevibacillus","A53",1
"Brevibacillus","A54",5
"Brevibacillus","A69",4
"Brevibacillus","A78",1
"Brevibacillus","A87",2
"Brevibacillus","A93",1
"Brevibacillus","A142",5
"Brevibacillus","A165",1
"Brevibacillus","B3",8
"Brevibacillus","B13",1
"Brevibacillus","B114",2
"Lactobacillus","A3",2
"Lactobacillus","A5",2
"Lactobacillus","A9",3
"Lactobacillus","A31",1
"Lactobacillus","A51",1
"Lactobacillus","A52",1
"Lactobacillus","A53",3
"Lactobacillus","A54",3
"Lactobacillus","A59",2
"Lactobacillus","A67",1
"Lactobacillus","A68",2
"Lactobacillus","A71",3
"Lactobacillus","A76",1
"Lactobacillus","A78",4
"Lactobacillus","A87",1
"Lactobacillus","A89",1
"Lactobacillus","A93",1
"Lactobacillus","A101",1
"Lactobacillus","A109",1
"Lactobacillus","A114",4
"Lactobacillus","A142",4
"Lactobacillus","A144",7
"Lactobacillus","A149",1
"Lactobacillus","A164",1
"Lactobacillus","A165",1
"Lactobacillus","B1",2
"Lactobacillus","B2",1
"Lactobacillus","B3",1
"Lactobacillus","B5",2
"Lactobacillus","B6",1
"Lactobacillus","B8",1
"Lactobacillus","B13",1
"Lactobacillus","B29",1
"Lactobacillus","B36",1
"Lactobacillus","B94",2
"Lactobacillus","B103",5
"Lactobacillus","B106",2
"Lactobacillus","B111",5
"Lactobacillus","B114",8
"Lactobacillus","B115",3
"Lactobacillus","B120",4
"Lactobacillus","B127",4
"Lactobacillus","B132",4
"Lactobacillus","B141",2
"Lactobacillus","B152",1
"Lactobacillus","B156",1
"Lactobacillus","B164",1
"Streptococcus","A5",1
"Streptococcus","A53",2
"Streptococcus","A54",1
"Streptococcus","A71",1
"Streptococcus","A73",8
"Streptococcus","A78",1
"Streptococcus","A87",3
"Streptococcus","A93",1
"Streptococcus","A142",2
"Streptococcus","A144",6
"Streptococcus","A165",1
"Streptococcus","B13",1
"Streptococcus","B37",8
"Streptococcus","B111",2
"Streptococcus","B114",2
"Streptococcus","B120",1
"Streptococcus","B127",2
"Streptococcus","B141",1
"Streptococcus","B152",5
"Streptococcus","A3",2
"Streptococcus","A5",7
"Streptococcus","A6",2
"Streptococcus","A9",1
"Streptococcus","A31",2
"Streptococcus","A51",2
"Streptococcus","A52",4
"Streptococcus","A53",3
"Streptococcus","A54",3
"Streptococcus","A59",3
"Streptococcus","A67",2
"Streptococcus","A68",1
"Streptococcus","A69",2
"Streptococcus","A71",2
"Streptococcus","A73",2
"Streptococcus","A76",1
"Streptococcus","A78",3
"Streptococcus","A87",2
"Streptococcus","A89",3
"Streptococcus","A93",1
"Streptococcus","A101",2
"Streptococcus","A109",1
"Streptococcus","A113",2
"Streptococcus","A114",1
"Streptococcus","A115",4
"Streptococcus","A142",2
"Streptococcus","A144",2
"Streptococcus","A149",1
"Streptococcus","A164",4
"Streptococcus","A165",1
"Streptococcus","B1",2
"Streptococcus","B2",2
"Streptococcus","B3",2
"Streptococcus","B5",2
"Streptococcus","B6",1
"Streptococcus","B7",3
"Streptococcus","B8",2
"Streptococcus","B13",2
"Streptococcus","B14",1
"Streptococcus","B28",2
"Streptococcus","B29",2
"Streptococcus","B36",2
"Streptococcus","B37",4
"Streptococcus","B94",3
"Streptococcus","B99",3
"Streptococcus","B103",2
"Streptococcus","B106",8
"Streptococcus","B111",3
"Streptococcus","B114",2
"Streptococcus","B115",2
"Streptococcus","B120",3
"Streptococcus","B127",6
"Streptococcus","B132",3
"Streptococcus","B141",2
"Streptococcus","B142",2
"Streptococcus","B143",3
"Streptococcus","B152",2
"Streptococcus","B156",2
"Streptococcus","B158",2
"Streptococcus","B164",1
"Anaerosalibacter","A3",1
"Anaerosalibacter","A5",2
"Anaerosalibacter","A9",3
"Anaerosalibacter","A31",4
"Anaerosalibacter","A51",3
"Anaerosalibacter","A52",3
"Anaerosalibacter","A53",1
"Anaerosalibacter","A54",3
"Anaerosalibacter","A59",3
"Anaerosalibacter","A67",2
"Anaerosalibacter","A68",2
"Anaerosalibacter","A69",3
"Anaerosalibacter","A71",4
"Anaerosalibacter","A73",1
"Anaerosalibacter","A76",5
"Anaerosalibacter","A78",2
"Anaerosalibacter","A87",3
"Anaerosalibacter","A89",2
"Anaerosalibacter","A93",1
"Anaerosalibacter","A101",3
"Anaerosalibacter","A113",2
"Anaerosalibacter","A114",6
"Anaerosalibacter","A115",2
"Anaerosalibacter","A142",5
"Anaerosalibacter","A144",6
"Anaerosalibacter","A149",2
"Anaerosalibacter","A164",8
"Anaerosalibacter","A165",4
"Anaerosalibacter","B2",2
"Anaerosalibacter","B5",2
"Anaerosalibacter","B6",2
"Anaerosalibacter","B7",3
"Anaerosalibacter","B8",4
"Anaerosalibacter","B13",2
"Anaerosalibacter","B14",1
"Anaerosalibacter","B28",1
"Anaerosalibacter","B37",3
"Anaerosalibacter","B94",2
"Anaerosalibacter","B103",2
"Anaerosalibacter","B106",4
"Anaerosalibacter","B111",4
"Anaerosalibacter","B114",4
"Anaerosalibacter","B115",2
"Anaerosalibacter","B120",5
"Anaerosalibacter","B127",3
"Anaerosalibacter","B132",2
"Anaerosalibacter","B141",1
"Anaerosalibacter","B142",2
"Anaerosalibacter","B143",1
"Anaerosalibacter","B152",2
"Anaerosalibacter","B156",2
"Anaerosalibacter","B158",2
"Anaerosalibacter","B164",4
"Clostridium","A3",3
"Clostridium","A5",2
"Clostridium","A6",1
"Clostridium","A9",5
"Clostridium","A31",1
"Clostridium","A51",1
"Clostridium","A52",3
"Clostridium","A53",3
"Clostridium","A54",8
"Clostridium","A59",3
"Clostridium","A67",1
"Clostridium","A69",4
"Clostridium","A71",6
"Clostridium","A76",5
"Clostridium","A78",4
"Clostridium","A87",1
"Clostridium","A93",1
"Clostridium","A101",3
"Clostridium","A113",2
"Clostridium","A114",5
"Clostridium","A142",4
"Clostridium","A144",3
"Clostridium","A149",3
"Clostridium","A164",4
"Clostridium","A165",3
"Clostridium","B1",3
"Clostridium","B2",3
"Clostridium","B3",4
"Clostridium","B5",3
"Clostridium","B6",3
"Clostridium","B7",2
"Clostridium","B8",1
"Clostridium","B13",4
"Clostridium","B28",2
"Clostridium","B37",2
"Clostridium","B103",3
"Clostridium","B106",2
"Clostridium","B111",6
"Clostridium","B114",7
"Clostridium","B115",2
"Clostridium","B120",3
"Clostridium","B127",3
"Clostridium","B132",4
"Clostridium","B141",4
"Clostridium","B142",3
"Clostridium","B143",1
"Clostridium","B152",2
"Clostridium","B156",4
"Clostridium","B158",1
"Clostridium","B164",2
"Clostridium","A3",1
"Clostridium","A5",2
"Clostridium","A9",1
"Clostridium","A31",4
"Clostridium","A51",3
"Clostridium","A52",4
"Clostridium","A53",4
"Clostridium","A54",5
"Clostridium","A59",5
"Clostridium","A67",2
"Clostridium","A68",4
"Clostridium","A69",5
"Clostridium","A71",6
"Clostridium","A73",6
"Clostridium","A76",3
"Clostridium","A78",2
"Clostridium","A87",3
"Clostridium","A89",5
"Clostridium","A93",2
"Clostridium","A101",3
"Clostridium","A109",1
"Clostridium","A113",2
"Clostridium","A114",4
"Clostridium","A115",2
"Clostridium","A142",2
"Clostridium","A144",3
"Clostridium","A149",2
"Clostridium","A164",4
"Clostridium","A165",3
"Clostridium","B2",2
"Clostridium","B3",3
"Clostridium","B5",3
"Clostridium","B6",1
"Clostridium","B8",2
"Clostridium","B13",1
"Clostridium","B28",5
"Clostridium","B29",3
"Clostridium","B36",1
"Clostridium","B37",3
"Clostridium","B94",3
"Clostridium","B99",2
"Clostridium","B103",8
"Clostridium","B106",2
"Clostridium","B111",5
"Clostridium","B114",1
"Clostridium","B115",3
"Clostridium","B120",2
"Clostridium","B127",3
"Clostridium","B132",5
"Clostridium","B141",2
"Clostridium","B142",4
"Clostridium","B143",2
"Clostridium","B152",2
"Clostridium","B156",1
"Clostridium","B158",1
"Clostridium","B164",2
"Clostridium","A3",1
"Clostridium","A6",1
"Clostridium","A9",3
"Clostridium","A31",7
"Clostridium","A52",3
"Clostridium","A53",1
"Clostridium","A54",2
"Clostridium","A59",2
"Clostridium","A67",3
"Clostridium","A69",5
"Clostridium","A71",1
"Clostridium","A73",1
"Clostridium","A76",1
"Clostridium","A78",3
"Clostridium","A87",3
"Clostridium","A89",1
"Clostridium","A101",1
"Clostridium","A109",1
"Clostridium","A113",1
"Clostridium","A114",1
"Clostridium","A142",8
"Clostridium","A144",6
"Clostridium","A149",1
"Clostridium","A164",1
"Clostridium","A165",3
"Clostridium","B2",1
"Clostridium","B3",2
"Clostridium","B5",2
"Clostridium","B7",1
"Clostridium","B14",2
"Clostridium","B29",1
"Clostridium","B37",1
"Clostridium","B94",1
"Clostridium","B99",1
"Clostridium","B103",2
"Clostridium","B106",3
"Clostridium","B111",5
"Clostridium","B114",1
"Clostridium","B120",1
"Clostridium","B132",1
"Clostridium","B142",1
"Clostridium","B143",1
"Clostridium","B156",1
"Clostridium","B158",1
"Clostridium","B164",2
"Clostridium","A3",2
"Clostridium","A5",1
"Clostridium","A9",3
"Clostridium","A31",2
"Clostridium","A51",3
"Clostridium","A53",2
"Clostridium","A67",1
"Clostridium","A68",1
"Clostridium","A69",1
"Clostridium","A71",2
"Clostridium","A76",3
"Clostridium","A78",2
"Clostridium","A93",2
"Clostridium","A101",4
"Clostridium","A113",1
"Clostridium","A114",3
"Clostridium","A142",2
"Clostridium","A144",2
"Clostridium","A149",3
"Clostridium","A164",2
"Clostridium","A165",3
"Clostridium","B1",1
"Clostridium","B2",2
"Clostridium","B5",2
"Clostridium","B8",7
"Clostridium","B13",1
"Clostridium","B14",1
"Clostridium","B28",1
"Clostridium","B36",1
"Clostridium","B103",2
"Clostridium","B106",2
"Clostridium","B111",5
"Clostridium","B114",8
"Clostridium","B115",2
"Clostridium","B120",2
"Clostridium","B127",4
"Clostridium","B132",4
"Clostridium","B156",2
"Clostridium","B158",1
"Fervidicella","A3",1
"Fervidicella","A5",3
"Fervidicella","A6",1
"Fervidicella","A9",5
"Fervidicella","A31",3
"Fervidicella","A51",1
"Fervidicella","A52",6
"Fervidicella","A53",6
"Fervidicella","A54",4
"Fervidicella","A59",5
"Fervidicella","A67",2
"Fervidicella","A68",1
"Fervidicella","A71",5
"Fervidicella","A73",1
"Fervidicella","A76",2
"Fervidicella","A87",2
"Fervidicella","A89",3
"Fervidicella","A93",2
"Fervidicella","A101",2
"Fervidicella","A109",2
"Fervidicella","A113",1
"Fervidicella","A114",6
"Fervidicella","A115",1
"Fervidicella","A142",8
"Fervidicella","A144",3
"Fervidicella","A149",3
"Fervidicella","A164",1
"Fervidicella","A165",5
"Fervidicella","B1",1
"Fervidicella","B2",3
"Fervidicella","B3",5
"Fervidicella","B5",2
"Fervidicella","B6",6
"Fervidicella","B8",2
"Fervidicella","B13",5
"Fervidicella","B28",1
"Fervidicella","B29",1
"Fervidicella","B37",5
"Fervidicella","B94",2
"Fervidicella","B99",1
"Fervidicella","B103",1
"Fervidicella","B106",4
"Fervidicella","B111",4
"Fervidicella","B114",7
"Fervidicella","B115",2
"Fervidicella","B120",4
"Fervidicella","B127",3
"Fervidicella","B132",4
"Fervidicella","B141",4
"Fervidicella","B142",3
"Fervidicella","B156",3
"Fervidicella","B164",1
"Acidaminobacter","A3",2
"Acidaminobacter","A5",3
"Acidaminobacter","A6",1
"Acidaminobacter","A9",6
"Acidaminobacter","A31",2
"Acidaminobacter","A51",4
"Acidaminobacter","A52",2
"Acidaminobacter","A53",2
"Acidaminobacter","A59",2
"Acidaminobacter","A67",1
"Acidaminobacter","A68",3
"Acidaminobacter","A69",3
"Acidaminobacter","A71",4
"Acidaminobacter","A76",5
"Acidaminobacter","A78",3
"Acidaminobacter","A87",2
"Acidaminobacter","A93",1
"Acidaminobacter","A101",6
"Acidaminobacter","A109",2
"Acidaminobacter","A113",2
"Acidaminobacter","A114",4
"Acidaminobacter","A142",8
"Acidaminobacter","A144",5
"Acidaminobacter","A149",1
"Acidaminobacter","A164",4
"Acidaminobacter","A165",6
"Acidaminobacter","B1",2
"Acidaminobacter","B2",3
"Acidaminobacter","B3",2
"Acidaminobacter","B5",5
"Acidaminobacter","B6",3
"Acidaminobacter","B7",2
"Acidaminobacter","B8",4
"Acidaminobacter","B14",1
"Acidaminobacter","B28",3
"Acidaminobacter","B29",1
"Acidaminobacter","B37",2
"Acidaminobacter","B94",3
"Acidaminobacter","B103",4
"Acidaminobacter","B106",3
"Acidaminobacter","B111",6
"Acidaminobacter","B114",6
"Acidaminobacter","B115",4
"Acidaminobacter","B120",2
"Acidaminobacter","B127",4
"Acidaminobacter","B132",5
"Acidaminobacter","B141",2
"Acidaminobacter","B142",1
"Acidaminobacter","B156",1
"Acidaminobacter","B158",3
"Acidaminobacter","B164",4
"Eubacterium","A3",1
"Eubacterium","A5",3
"Eubacterium","A9",6
"Eubacterium","A31",3
"Eubacterium","A51",1
"Eubacterium","A52",1
"Eubacterium","A53",2
"Eubacterium","A54",4
"Eubacterium","A59",2
"Eubacterium","A68",2
"Eubacterium","A69",1
"Eubacterium","A71",6
"Eubacterium","A73",1
"Eubacterium","A78",2
"Eubacterium","A87",1
"Eubacterium","A89",1
"Eubacterium","A93",2
"Eubacterium","A113",2
"Eubacterium","A114",3
"Eubacterium","A115",2
"Eubacterium","A142",4
"Eubacterium","A144",3
"Eubacterium","A149",3
"Eubacterium","A164",3
"Eubacterium","A165",2
"Eubacterium","B1",1
"Eubacterium","B2",3
"Eubacterium","B3",1
"Eubacterium","B5",4
"Eubacterium","B7",1
"Eubacterium","B8",1
"Eubacterium","B13",2
"Eubacterium","B28",2
"Eubacterium","B94",2
"Eubacterium","B99",1
"Eubacterium","B103",3
"Eubacterium","B106",2
"Eubacterium","B111",8
"Eubacterium","B114",5
"Eubacterium","B115",1
"Eubacterium","B120",4
"Eubacterium","B127",2
"Eubacterium","B132",2
"Eubacterium","B141",2
"Eubacterium","B142",2
"Eubacterium","B152",1
"Eubacterium","B156",3
"Eubacterium","A3",3
"Eubacterium","A5",1
"Eubacterium","A6",4
"Eubacterium","A9",2
"Eubacterium","A31",3
"Eubacterium","A51",7
"Eubacterium","A52",2
"Eubacterium","A53",1
"Eubacterium","A54",2
"Eubacterium","A59",4
"Eubacterium","A67",4
"Eubacterium","A68",2
"Eubacterium","A69",8
"Eubacterium","A71",4
"Eubacterium","A73",3
"Eubacterium","A76",2
"Eubacterium","A78",2
"Eubacterium","A87",6
"Eubacterium","A89",5
"Eubacterium","A93",3
"Eubacterium","A101",3
"Eubacterium","A109",3
"Eubacterium","A113",5
"Eubacterium","A114",3
"Eubacterium","A115",4
"Eubacterium","A142",8
"Eubacterium","A144",5
"Eubacterium","A149",6
"Eubacterium","A164",6
"Eubacterium","A165",4
"Eubacterium","B1",3
"Eubacterium","B2",5
"Eubacterium","B3",3
"Eubacterium","B5",4
"Eubacterium","B6",2
"Eubacterium","B7",5
"Eubacterium","B8",2
"Eubacterium","B13",4
"Eubacterium","B14",2
"Eubacterium","B28",4
"Eubacterium","B29",1
"Eubacterium","B36",3
"Eubacterium","B37",6
"Eubacterium","B94",4
"Eubacterium","B99",2
"Eubacterium","B103",2
"Eubacterium","B106",1
"Eubacterium","B111",4
"Eubacterium","B114",4
"Eubacterium","B115",4
"Eubacterium","B120",2
"Eubacterium","B127",6
"Eubacterium","B132",4
"Eubacterium","B141",2
"Eubacterium","B142",6
"Eubacterium","B143",4
"Eubacterium","B152",5
"Eubacterium","B156",4
"Eubacterium","B158",3
"Eubacterium","B164",2
"Butyrivibrio","A3",7
"Butyrivibrio","A5",2
"Butyrivibrio","A9",1
"Butyrivibrio","A51",5
"Butyrivibrio","A52",6
"Butyrivibrio","A53",5
"Butyrivibrio","A54",5
"Butyrivibrio","A59",1
"Butyrivibrio","A67",2
"Butyrivibrio","A68",2
"Butyrivibrio","A69",2
"Butyrivibrio","A71",2
"Butyrivibrio","A76",1
"Butyrivibrio","A78",8
"Butyrivibrio","A87",5
"Butyrivibrio","A89",2
"Butyrivibrio","A93",2
"Butyrivibrio","A101",2
"Butyrivibrio","A109",1
"Butyrivibrio","A113",3
"Butyrivibrio","A114",3
"Butyrivibrio","A142",5
"Butyrivibrio","A144",1
"Butyrivibrio","A149",2
"Butyrivibrio","A164",1
"Butyrivibrio","A165",2
"Butyrivibrio","B2",4
"Butyrivibrio","B3",2
"Butyrivibrio","B5",2
"Butyrivibrio","B6",2
"Butyrivibrio","B8",2
"Butyrivibrio","B36",1
"Butyrivibrio","B94",6
"Butyrivibrio","B111",3
"Butyrivibrio","B114",1
"Butyrivibrio","B115",5
"Butyrivibrio","B127",3
"Butyrivibrio","B132",4
"Butyrivibrio","B141",1
"Butyrivibrio","B152",1
"Butyrivibrio","B156",2
"Butyrivibrio","B158",1
"Butyrivibrio","A3",2
"Butyrivibrio","A5",2
"Butyrivibrio","A9",5
"Butyrivibrio","A31",3
"Butyrivibrio","A51",5
"Butyrivibrio","A52",2
"Butyrivibrio","A53",8
"Butyrivibrio","A54",3
"Butyrivibrio","A59",4
"Butyrivibrio","A67",2
"Butyrivibrio","A68",3
"Butyrivibrio","A69",3
"Butyrivibrio","A71",3
"Butyrivibrio","A73",1
"Butyrivibrio","A76",4
"Butyrivibrio","A78",2
"Butyrivibrio","A87",3
"Butyrivibrio","A89",2
"Butyrivibrio","A93",1
"Butyrivibrio","A109",2
"Butyrivibrio","A113",4
"Butyrivibrio","A114",5
"Butyrivibrio","A115",2
"Butyrivibrio","A142",6
"Butyrivibrio","A144",5
"Butyrivibrio","A149",1
"Butyrivibrio","A164",3
"Butyrivibrio","A165",4
"Butyrivibrio","B1",1
"Butyrivibrio","B2",2
"Butyrivibrio","B3",3
"Butyrivibrio","B5",4
"Butyrivibrio","B6",2
"Butyrivibrio","B7",2
"Butyrivibrio","B8",2
"Butyrivibrio","B13",5
"Butyrivibrio","B28",1
"Butyrivibrio","B36",1
"Butyrivibrio","B37",3
"Butyrivibrio","B99",3
"Butyrivibrio","B103",3
"Butyrivibrio","B106",3
"Butyrivibrio","B111",5
"Butyrivibrio","B114",4
"Butyrivibrio","B115",1
"Butyrivibrio","B120",2
"Butyrivibrio","B127",3
"Butyrivibrio","B132",3
"Butyrivibrio","B141",3
"Butyrivibrio","B142",3
"Butyrivibrio","B143",2
"Butyrivibrio","B152",4
"Butyrivibrio","B156",3
"Butyrivibrio","B158",2
"Butyrivibrio","B164",3
"Butyrivibrio","A3",1
"Butyrivibrio","A5",6
"Butyrivibrio","A6",2
"Butyrivibrio","A9",7
"Butyrivibrio","A31",2
"Butyrivibrio","A51",2
"Butyrivibrio","A52",5
"Butyrivibrio","A53",2
"Butyrivibrio","A54",5
"Butyrivibrio","A59",6
"Butyrivibrio","A67",2
"Butyrivibrio","A68",1
"Butyrivibrio","A69",3
"Butyrivibrio","A71",6
"Butyrivibrio","A73",1
"Butyrivibrio","A76",7
"Butyrivibrio","A78",1
"Butyrivibrio","A87",2
"Butyrivibrio","A89",2
"Butyrivibrio","A101",5
"Butyrivibrio","A109",1
"Butyrivibrio","A113",2
"Butyrivibrio","A114",7
"Butyrivibrio","A115",3
"Butyrivibrio","A142",3
"Butyrivibrio","A144",3
"Butyrivibrio","A149",1
"Butyrivibrio","A164",1
"Butyrivibrio","A165",1
"Butyrivibrio","B3",4
"Butyrivibrio","B5",4
"Butyrivibrio","B7",1
"Butyrivibrio","B8",4
"Butyrivibrio","B13",1
"Butyrivibrio","B28",2
"Butyrivibrio","B29",1
"Butyrivibrio","B36",2
"Butyrivibrio","B37",2
"Butyrivibrio","B94",2
"Butyrivibrio","B103",5
"Butyrivibrio","B106",2
"Butyrivibrio","B111",8
"Butyrivibrio","B114",8
"Butyrivibrio","B115",1
"Butyrivibrio","B120",3
"Butyrivibrio","B127",3
"Butyrivibrio","B132",5
"Butyrivibrio","B141",7
"Butyrivibrio","B142",2
"Butyrivibrio","B143",2
"Butyrivibrio","B152",4
"Butyrivibrio","B158",1
"Butyrivibrio","A3",4
"Butyrivibrio","A5",4
"Butyrivibrio","A6",1
"Butyrivibrio","A9",5
"Butyrivibrio","A31",5
"Butyrivibrio","A51",2
"Butyrivibrio","A52",5
"Butyrivibrio","A53",5
"Butyrivibrio","A54",4
"Butyrivibrio","A59",6
"Butyrivibrio","A67",2
"Butyrivibrio","A68",3
"Butyrivibrio","A69",2
"Butyrivibrio","A71",4
"Butyrivibrio","A73",3
"Butyrivibrio","A76",4
"Butyrivibrio","A78",2
"Butyrivibrio","A87",3
"Butyrivibrio","A89",3
"Butyrivibrio","A93",2
"Butyrivibrio","A101",6
"Butyrivibrio","A109",1
"Butyrivibrio","A113",4
"Butyrivibrio","A114",5
"Butyrivibrio","A142",7
"Butyrivibrio","A144",3
"Butyrivibrio","A149",4
"Butyrivibrio","A164",5
"Butyrivibrio","A165",6
"Butyrivibrio","B1",3
"Butyrivibrio","B2",1
"Butyrivibrio","B3",3
"Butyrivibrio","B5",3
"Butyrivibrio","B6",5
"Butyrivibrio","B7",1
"Butyrivibrio","B8",2
"Butyrivibrio","B13",4
"Butyrivibrio","B28",3
"Butyrivibrio","B29",1
"Butyrivibrio","B36",3
"Butyrivibrio","B94",1
"Butyrivibrio","B99",1
"Butyrivibrio","B103",3
"Butyrivibrio","B111",8
"Butyrivibrio","B114",4
"Butyrivibrio","B115",2
"Butyrivibrio","B120",4
"Butyrivibrio","B127",8
"Butyrivibrio","B132",6
"Butyrivibrio","B141",3
"Butyrivibrio","B142",3
"Butyrivibrio","B143",2
"Butyrivibrio","B152",1
"Butyrivibrio","B156",3
"Butyrivibrio","B158",2
"Butyrivibrio","B164",3
"Shuttleworthia","A3",1
"Shuttleworthia","A5",3
"Shuttleworthia","A9",3
"Shuttleworthia","A31",1
"Shuttleworthia","A51",1
"Shuttleworthia","A52",3
"Shuttleworthia","A53",1
"Shuttleworthia","A54",4
"Shuttleworthia","A59",2
"Shuttleworthia","A68",3
"Shuttleworthia","A69",1
"Shuttleworthia","A71",3
"Shuttleworthia","A73",1
"Shuttleworthia","A78",2
"Shuttleworthia","A87",2
"Shuttleworthia","A89",1
"Shuttleworthia","A93",2
"Shuttleworthia","A101",4
"Shuttleworthia","A113",3
"Shuttleworthia","A114",2
"Shuttleworthia","A115",1
"Shuttleworthia","A142",6
"Shuttleworthia","A144",5
"Shuttleworthia","A149",3
"Shuttleworthia","A164",3
"Shuttleworthia","A165",1
"Shuttleworthia","B1",1
"Shuttleworthia","B2",1
"Shuttleworthia","B5",3
"Shuttleworthia","B6",2
"Shuttleworthia","B7",2
"Shuttleworthia","B8",3
"Shuttleworthia","B13",1
"Shuttleworthia","B36",1
"Shuttleworthia","B37",2
"Shuttleworthia","B94",2
"Shuttleworthia","B103",2
"Shuttleworthia","B106",1
"Shuttleworthia","B111",8
"Shuttleworthia","B114",1
"Shuttleworthia","B115",2
"Shuttleworthia","B120",2
"Shuttleworthia","B127",1
"Shuttleworthia","B132",1
"Shuttleworthia","B152",2
"Shuttleworthia","B156",2
"Shuttleworthia","B158",1
"Desulfitobacterium","A3",1
"Desulfitobacterium","A5",1
"Desulfitobacterium","A9",3
"Desulfitobacterium","A31",3
"Desulfitobacterium","A51",1
"Desulfitobacterium","A53",2
"Desulfitobacterium","A54",7
"Desulfitobacterium","A59",1
"Desulfitobacterium","A67",1
"Desulfitobacterium","A68",1
"Desulfitobacterium","A69",4
"Desulfitobacterium","A71",3
"Desulfitobacterium","A76",3
"Desulfitobacterium","A78",1
"Desulfitobacterium","A87",1
"Desulfitobacterium","A89",2
"Desulfitobacterium","A93",3
"Desulfitobacterium","A101",3
"Desulfitobacterium","A109",1
"Desulfitobacterium","A113",3
"Desulfitobacterium","A114",3
"Desulfitobacterium","A115",8
"Desulfitobacterium","A142",5
"Desulfitobacterium","A144",2
"Desulfitobacterium","A149",3
