"genus","sample_id","abundance"
"Clostridium","B120",37
"Clostridium","B127",55
"Clostridium","B132",59
"Clostridium","B141",32
"Clostridium","B142",30
"Clostridium","B143",16
"Clostridium","B152",31
"Clostridium","B156",23
"Clostridium","B158",20
"Clostridium","B164",20
"Phascolarctobacterium","A3",1915
"Phascolarctobacterium","A5",1871
"Phascolarctobacterium","A6",1868
"Phascolarctobacterium","A9",1067
"Phascolarctobacterium","A31",1918
"Phascolarctobacterium","A51",1907
"Phascolarctobacterium","A52",1893
"Phascolarctobacterium","A53",1936
"Phascolarctobacterium","A54",647
"Phascolarctobacterium","A59",1875
"Phascolarctobacterium","A67",7
"Phascolarctobacterium","A68",609
"Phascolarctobacterium","A69",738
"Phascolarctobacterium","A71",1972
"Phascolarctobacterium","A73",1871
"Phascolarctobacterium","A76",1920
"Phascolarctobacterium","A78",1900
"Phascolarctobacterium","A87",1872
"Phascolarctobacterium","A89",1912
"Phascolarctobacterium","A93",1863
"Phascolarctobacterium","A101",1892
"Phascolarctobacterium","A109",1870
"Phascolarctobacterium","A113",1867
"Phascolarctobacterium","A114",1755
"Phascolarctobacterium","A115",1873
"Phascolarctobacterium","A142",1851
"Phascolarctobacterium","A144",125
"Phascolarctobacterium","A149",1977
"Phascolarctobacterium","A164",1923
"Phascolarctobacterium","A165",2119
"Phascolarctobacterium","B1",1922
"Phascolarctobacterium","B2",3
"Phascolarctobacterium","B3",1715
"Phascolarctobacterium","B5",1898
"Phascolarctobacterium","B6",180
"Phascolarctobacterium","B7",204
"Phascolarctobacterium","B8",1828
"Phascolarctobacterium","B13",1969
"Phascolarctobacterium","B14",1858
"Phascolarctobacterium","B28",1855
"Phascolarctobacterium","B29",105
"Phascolarctobacterium","B36",211
"Phascolarctobacterium","B37",232
"Phascolarctobacterium","B94",2023
"Phascolarctobacterium","B99",148
"Phascolarctobacterium","B103",196
"Phascolarctobacterium","B106",1837
"Phascolarctobacterium","B111",1864
"Phascolarctobacterium","B114",1815
"Phascolarctobacterium","B115",577
"Phascolarctobacterium","B120",1872
"Phascolarctobacterium","B127",1535
"Phascolarctobacterium","B132",1809
"Phascolarctobacterium","B141",170
"Phascolarctobacterium","B142",1842
"Phascolarctobacterium","B143",273
"Phascolarctobacterium","B152",199
"Phascolarctobacterium","B156",133
"Phascolarctobacterium","B158",207
"Phascolarctobacterium","B164",417
"Eubacterium","A3",64
"Eubacterium","A5",1868
"Eubacterium","A6",41
"Eubacterium","A9",2062
"Eubacterium","A31",1853
"Eubacterium","A51",238
"Eubacterium","A52",2033
"Eubacterium","A53",1748
"Eubacterium","A54",643
"Eubacterium","A59",1912
"Eubacterium","A67",28
"Eubacterium","A68",162
"Eubacterium","A69",217
"Eubacterium","A71",1847
"Eubacterium","A73",229
"Eubacterium","A76",1817
"Eubacterium","A78",2078
"Eubacterium","A87",2028
"Eubacterium","A89",218
"Eubacterium","A93",1910
"Eubacterium","A101",1945
"Eubacterium","A109",347
"Eubacterium","A113",199
"Eubacterium","A114",839
"Eubacterium","A115",30
"Eubacterium","A142",735
"Eubacterium","A144",101
"Eubacterium","A149",1615
"Eubacterium","A164",1983
"Eubacterium","A165",113
"Eubacterium","B1",107
"Eubacterium","B2",1781
"Eubacterium","B3",335
"Eubacterium","B5",1791
"Eubacterium","B6",54
"Eubacterium","B7",1892
"Eubacterium","B8",1778
"Eubacterium","B13",1914
"Eubacterium","B14",8
"Eubacterium","B28",46
"Eubacterium","B29",1904
"Eubacterium","B36",105
"Eubacterium","B37",1977
"Eubacterium","B94",1778
"Eubacterium","B99",1323
"Eubacterium","B103",58
"Eubacterium","B106",31
"Eubacterium","B111",179
"Eubacterium","B114",1559
"Eubacterium","B115",2029
"Eubacterium","B120",1531
"Eubacterium","B127",1916
"Eubacterium","B132",2031
"Eubacterium","B141",54
"Eubacterium","B142",85
"Eubacterium","B143",74
"Eubacterium","B152",1203
"Eubacterium","B156",1541
"Eubacterium","B158",2000
"Eubacterium","B164",1147
"Eubacterium","A3",1383
"Eubacterium","A5",11
"Eubacterium","A6",1
"Eubacterium","A9",629
"Eubacterium","A31",31
"Eubacterium","A51",18
"Eubacterium","A52",1599
"Eubacterium","A53",74
"Eubacterium","A54",257
"Eubacterium","A59",2049
"Eubacterium","A67",2
"Eubacterium","A68",31
"Eubacterium","A69",35
"Eubacterium","A71",2051
"Eubacterium","A73",45
"Eubacterium","A76",32
"Eubacterium","A78",26
"Eubacterium","A87",19
"Eubacterium","A89",17
"Eubacterium","A93",1845
"Eubacterium","A101",833
"Eubacterium","A109",21
"Eubacterium","A113",35
"Eubacterium","A114",365
"Eubacterium","A115",44
"Eubacterium","A142",589
"Eubacterium","A144",1639
"Eubacterium","A149",1403
"Eubacterium","A164",44
"Eubacterium","A165",19
"Eubacterium","B1",13
"Eubacterium","B2",1117
"Eubacterium","B3",1273
"Eubacterium","B5",25
"Eubacterium","B6",1429
"Eubacterium","B7",7
"Eubacterium","B8",329
"Eubacterium","B13",473
"Eubacterium","B14",1350
"Eubacterium","B28",17
"Eubacterium","B29",7
"Eubacterium","B36",8
"Eubacterium","B37",23
"Eubacterium","B94",44
"Eubacterium","B99",25
"Eubacterium","B103",17
"Eubacterium","B106",1048
"Eubacterium","B111",1273
"Eubacterium","B114",209
"Eubacterium","B115",145
"Eubacterium","B120",21
"Eubacterium","B127",1362
"Eubacterium","B132",1475
"Eubacterium","B141",5
"Eubacterium","B142",2
"Eubacterium","B143",1834
"Eubacterium","B152",10
"Eubacterium","B156",15
"Eubacterium","B158",25
"Eubacterium","B164",194
"Clostridium","A3",5
"Clostridium","A5",10
"Clostridium","A6",14
"Clostridium","A9",17
"Clostridium","A31",21
"Clostridium","A51",13
"Clostridium","A52",13
"Clostridium","A53",12
"Clostridium","A54",1549
"Clostridium","A59",15
"Clostridium","A67",29
"Clostridium","A68",8
"Clostridium","A69",1424
"Clostridium","A71",25
"Clostridium","A73",14
"Clostridium","A76",18
"Clostridium","A78",19
"Clostridium","A87",1705
"Clostridium","A89",14
"Clostridium","A93",9
"Clostridium","A101",16
"Clostridium","A109",10
"Clostridium","A113",29
"Clostridium","A114",27
"Clostridium","A115",7
"Clostridium","A142",2006
"Clostridium","A144",1251
"Clostridium","A149",23
"Clostridium","A164",565
"Clostridium","A165",24
"Clostridium","B1",17
"Clostridium","B2",12
"Clostridium","B3",19
"Clostridium","B5",35
"Clostridium","B6",5
"Clostridium","B7",16
"Clostridium","B8",14
"Clostridium","B13",1366
"Clostridium","B14",8
"Clostridium","B28",6
"Clostridium","B29",4
"Clostridium","B36",3
"Clostridium","B37",19
"Clostridium","B94",22
"Clostridium","B99",7
"Clostridium","B103",20
"Clostridium","B106",21
"Clostridium","B111",19
"Clostridium","B114",30
"Clostridium","B115",24
"Clostridium","B120",1635
"Clostridium","B127",13
"Clostridium","B132",16
"Clostridium","B141",25
"Clostridium","B142",56
"Clostridium","B143",10
"Clostridium","B152",19
"Clostridium","B156",1377
"Clostridium","B158",10
"Clostridium","B164",12
"Roseburia","A3",33
"Roseburia","A5",6
"Roseburia","A9",143
"Roseburia","A31",34
"Roseburia","A51",33
"Roseburia","A52",59
"Roseburia","A53",77
"Roseburia","A54",1933
"Roseburia","A59",38
"Roseburia","A67",8
"Roseburia","A68",24
"Roseburia","A69",22
"Roseburia","A71",95
"Roseburia","A73",19
"Roseburia","A76",40
"Roseburia","A78",31
"Roseburia","A87",5
"Roseburia","A89",24
"Roseburia","A93",4
"Roseburia","A101",32
"Roseburia","A109",31
"Roseburia","A113",31
"Roseburia","A114",37
"Roseburia","A115",2
"Roseburia","A142",61
"Roseburia","A144",50
"Roseburia","A149",62
"Roseburia","A164",59
"Roseburia","A165",13
"Roseburia","B1",12
"Roseburia","B2",6
"Roseburia","B3",31
"Roseburia","B5",99
"Roseburia","B6",9
"Roseburia","B7",1143
"Roseburia","B8",5
"Roseburia","B13",19
"Roseburia","B29",2
"Roseburia","B36",33
"Roseburia","B37",18
"Roseburia","B94",10
"Roseburia","B99",1
"Roseburia","B103",6
"Roseburia","B106",7
"Roseburia","B111",73
"Roseburia","B114",35
"Roseburia","B115",34
"Roseburia","B120",6
"Roseburia","B127",57
"Roseburia","B132",59
"Roseburia","B141",6
"Roseburia","B142",9
"Roseburia","B143",5
"Roseburia","B152",9
"Roseburia","B156",36
"Roseburia","B158",8
"Roseburia","B164",4
"Ruminococcus","A3",5
"Ruminococcus","A5",13
"Ruminococcus","A6",1
"Ruminococcus","A9",7
"Ruminococcus","A31",1925
"Ruminococcus","A51",60
"Ruminococcus","A52",56
"Ruminococcus","A53",54
"Ruminococcus","A54",50
"Ruminococcus","A59",9
"Ruminococcus","A67",1296
"Ruminococcus","A68",54
"Ruminococcus","A69",81
"Ruminococcus","A71",1876
"Ruminococcus","A73",172
"Ruminococcus","A76",54
"Ruminococcus","A78",91
"Ruminococcus","A89",48
"Ruminococcus","A93",512
"Ruminococcus","A101",21
"Ruminococcus","A109",49
"Ruminococcus","A113",98
"Ruminococcus","A114",1404
"Ruminococcus","A115",4
"Ruminococcus","A142",14
"Ruminococcus","A144",22
"Ruminococcus","A149",1326
"Ruminococcus","A164",66
"Ruminococcus","A165",14
"Ruminococcus","B1",7
"Ruminococcus","B2",4
"Ruminococcus","B3",30
"Ruminococcus","B5",5
"Ruminococcus","B6",10
"Ruminococcus","B7",9
"Ruminococcus","B8",3
"Ruminococcus","B13",8
"Ruminococcus","B28",9
"Ruminococcus","B29",8
"Ruminococcus","B36",24
"Ruminococcus","B37",10
"Ruminococcus","B94",11
"Ruminococcus","B99",21
"Ruminococcus","B103",11
"Ruminococcus","B106",196
"Ruminococcus","B111",1419
"Ruminococcus","B114",1413
"Ruminococcus","B115",1458
"Ruminococcus","B120",16
"Ruminococcus","B127",17
"Ruminococcus","B132",22
"Ruminococcus","B141",16
"Ruminococcus","B142",4
"Ruminococcus","B143",9
"Ruminococcus","B152",1696
"Ruminococcus","B156",9
"Ruminococcus","B158",14
"Ruminococcus","B164",179
"Prevotella","A3",34
"Prevotella","A5",92
"Prevotella","A6",28
"Prevotella","A9",25
"Prevotella","A31",1030
"Prevotella","A51",561
"Prevotella","A52",541
"Prevotella","A53",1295
"Prevotella","A54",1003
"Prevotella","A59",37
"Prevotella","A67",35
"Prevotella","A68",988
"Prevotella","A69",594
"Prevotella","A71",548
"Prevotella","A73",495
"Prevotella","A76",515
"Prevotella","A78",614
"Prevotella","A87",26
"Prevotella","A89",516
"Prevotella","A93",293
"Prevotella","A101",1009
"Prevotella","A109",542
"Prevotella","A113",613
"Prevotella","A114",1002
"Prevotella","A115",259
"Prevotella","A142",78
"Prevotella","A144",171
"Prevotella","A149",532
"Prevotella","A164",675
"Prevotella","A165",1920
"Prevotella","B1",777
"Prevotella","B2",2
"Prevotella","B3",413
"Prevotella","B5",65
"Prevotella","B6",11
"Prevotella","B7",31
"Prevotella","B8",11
"Prevotella","B13",3
"Prevotella","B14",6
"Prevotella","B28",148
"Prevotella","B29",14
"Prevotella","B36",36
"Prevotella","B37",51
"Prevotella","B94",162
"Prevotella","B99",41
"Prevotella","B103",1458
"Prevotella","B106",1057
"Prevotella","B111",84
"Prevotella","B114",268
"Prevotella","B115",23
"Prevotella","B120",955
"Prevotella","B127",797
"Prevotella","B132",847
"Prevotella","B141",219
"Prevotella","B142",174
"Prevotella","B143",76
"Prevotella","B152",207
"Prevotella","B156",106
"Prevotella","B158",34
"Prevotella","B164",849
"Ruminococcus","A3",841
"Ruminococcus","A5",903
"Ruminococcus","A6",325
"Ruminococcus","A9",835
"Ruminococcus","A31",634
"Ruminococcus","A51",492
"Ruminococcus","A52",556
"Ruminococcus","A53",941
"Ruminococcus","A54",1200
"Ruminococcus","A59",1233
"Ruminococcus","A67",315
"Ruminococcus","A68",423
"Ruminococcus","A69",701
"Ruminococcus","A71",1890
"Ruminococcus","A73",286
"Ruminococcus","A76",993
"Ruminococcus","A78",730
"Ruminococcus","A87",1061
"Ruminococcus","A89",437
"Ruminococcus","A93",902
"Ruminococcus","A101",920
"Ruminococcus","A109",266
"Ruminococcus","A113",1269
"Ruminococcus","A114",1255
"Ruminococcus","A115",251
"Ruminococcus","A142",1698
"Ruminococcus","A144",1557
"Ruminococcus","A149",927
"Ruminococcus","A164",1222
"Ruminococcus","A165",663
"Ruminococcus","B1",833
"Ruminococcus","B2",1203
"Ruminococcus","B3",1587
"Ruminococcus","B5",1276
"Ruminococcus","B6",1251
"Ruminococcus","B7",938
"Ruminococcus","B8",378
"Ruminococcus","B13",947
"Ruminococcus","B14",87
"Ruminococcus","B28",337
"Ruminococcus","B29",287
"Ruminococcus","B36",649
"Ruminococcus","B37",393
"Ruminococcus","B94",380
"Ruminococcus","B99",736
"Ruminococcus","B103",1189
"Ruminococcus","B106",662
"Ruminococcus","B111",1599
"Ruminococcus","B114",951
"Ruminococcus","B115",1316
"Ruminococcus","B120",995
"Ruminococcus","B127",1696
"Ruminococcus","B132",1749
"Ruminococcus","B141",1257
"Ruminococcus","B142",722
"Ruminococcus","B143",699
"Ruminococcus","B152",1181
"Ruminococcus","B156",1010
"Ruminococcus","B158",871
"Ruminococcus","B164",413
"Clostridium","A3",1
"Clostridium","A5",4
"Clostridium","A9",226
"Clostridium","A31",74
"Clostridium","A51",33
"Clostridium","A52",1695
"Clostridium","A53",127
"Clostridium","A54",49
"Clostridium","A59",1821
"Clostridium","A67",17
"Clostridium","A68",32
"Clostridium","A69",37
"Clostridium","A71",41
"Clostridium","A73",46
"Clostridium","A76",751
"Clostridium","A78",28
"Clostridium","A87",98
"Clostridium","A89",38
"Clostridium","A93",6
"Clostridium","A101",1613
"Clostridium","A109",32
"Clostridium","A113",41
"Clostridium","A114",1410
"Clostridium","A115",12
"Clostridium","A142",1870
"Clostridium","A144",1829
"Clostridium","A149",1466
"Clostridium","A164",1837
"Clostridium","A165",42
"Clostridium","B1",763
"Clostridium","B2",5
"Clostridium","B3",1186
"Clostridium","B5",235
"Clostridium","B6",6
"Clostridium","B7",1060
"Clostridium","B8",6
"Clostridium","B13",382
"Clostridium","B14",1
"Clostridium","B28",44
"Clostridium","B29",8
"Clostridium","B36",1761
"Clostridium","B37",19
"Clostridium","B94",23
"Clostridium","B99",13
"Clostridium","B103",6
"Clostridium","B106",3
"Clostridium","B111",1829
"Clostridium","B114",949
"Clostridium","B115",1494
"Clostridium","B120",135
"Clostridium","B127",1810
"Clostridium","B132",1737
"Clostridium","B141",11
"Clostridium","B142",33
"Clostridium","B143",15
"Clostridium","B152",3
"Clostridium","B156",1002
"Clostridium","B158",14
"Clostridium","B164",7
"Lachnoclostridium","A3",1024
"Lachnoclostridium","A5",997
"Lachnoclostridium","A6",1829
"Lachnoclostridium","A9",180
"Lachnoclostridium","A31",1237
"Lachnoclostridium","A51",877
"Lachnoclostridium","A52",682
"Lachnoclostridium","A53",584
"Lachnoclostridium","A54",1126
"Lachnoclostridium","A59",1144
"Lachnoclostridium","A67",1439
"Lachnoclostridium","A68",483
"Lachnoclostridium","A69",1609
"Lachnoclostridium","A71",516
"Lachnoclostridium","A73",883
"Lachnoclostridium","A76",357
"Lachnoclostridium","A78",384
"Lachnoclostridium","A87",1129
"Lachnoclostridium","A89",1393
"Lachnoclostridium","A93",1697
"Lachnoclostridium","A101",909
"Lachnoclostridium","A109",1481
"Lachnoclostridium","A113",1368
"Lachnoclostridium","A114",559
"Lachnoclostridium","A115",995
"Lachnoclostridium","A142",345
"Lachnoclostridium","A144",516
"Lachnoclostridium","A149",910
"Lachnoclostridium","A164",1440
"Lachnoclostridium","A165",332
"Lachnoclostridium","B1",148
"Lachnoclostridium","B2",1369
"Lachnoclostridium","B3",970
"Lachnoclostridium","B5",717
"Lachnoclostridium","B6",289
"Lachnoclostridium","B7",359
"Lachnoclostridium","B8",1203
"Lachnoclostridium","B13",972
"Lachnoclostridium","B14",1555
"Lachnoclostridium","B28",1591
"Lachnoclostridium","B29",1604
"Lachnoclostridium","B36",1331
"Lachnoclostridium","B37",1489
"Lachnoclostridium","B94",1681
"Lachnoclostridium","B99",942
"Lachnoclostridium","B103",245
"Lachnoclostridium","B106",1510
"Lachnoclostridium","B111",289
"Lachnoclostridium","B114",663
"Lachnoclostridium","B115",1113
"Lachnoclostridium","B120",998
"Lachnoclostridium","B127",1037
"Lachnoclostridium","B132",472
"Lachnoclostridium","B141",1191
"Lachnoclostridium","B142",1618
"Lachnoclostridium","B143",1508
"Lachnoclostridium","B152",356
"Lachnoclostridium","B156",529
"Lachnoclostridium","B158",1147
"Lachnoclostridium","B164",62
"Prevotella","A5",49
"Prevotella","A6",5
"Prevotella","A9",1
"Prevotella","A31",43
"Prevotella","A51",30
"Prevotella","A52",33
"Prevotella","A53",88
"Prevotella","A54",51
"Prevotella","A59",2
"Prevotella","A67",6
"Prevotella","A68",42
"Prevotella","A69",29
"Prevotella","A71",36
"Prevotella","A73",27
"Prevotella","A76",26
"Prevotella","A78",45
"Prevotella","A87",9
"Prevotella","A89",31
"Prevotella","A93",10
"Prevotella","A101",36
"Prevotella","A109",34
"Prevotella","A113",42
"Prevotella","A114",36
"Prevotella","A115",10
"Prevotella","A142",28
"Prevotella","A144",67
"Prevotella","A149",34
"Prevotella","A164",49
"Prevotella","A165",1727
"Prevotella","B1",20
"Prevotella","B3",23
"Prevotella","B5",5
"Prevotella","B7",1
"Prevotella","B8",3
"Prevotella","B13",1
"Prevotella","B28",82
"Prevotella","B29",1
"Prevotella","B37",3
"Prevotella","B94",7
"Prevotella","B99",4
"Prevotella","B103",63
"Prevotella","B106",34
"Prevotella","B111",23
"Prevotella","B114",20
"Prevotella","B115",3
"Prevotella","B120",28
"Prevotella","B127",24
"Prevotella","B132",28
"Prevotella","B141",5
"Prevotella","B142",5
"Prevotella","B143",3
"Prevotella","B152",13
"Prevotella","B156",3
"Prevotella","B158",1
"Prevotella","B164",28
"Holdemanella","A3",11
"Holdemanella","A5",1371
"Holdemanella","A6",10
"Holdemanella","A9",8
"Holdemanella","A31",7
"Holdemanella","A51",10
"Holdemanella","A52",17
"Holdemanella","A53",10
"Holdemanella","A54",13
"Holdemanella","A59",13
"Holdemanella","A67",8
"Holdemanella","A68",6
"Holdemanella","A69",7
"Holdemanella","A71",14
"Holdemanella","A73",5
"Holdemanella","A76",6
"Holdemanella","A78",9
"Holdemanella","A87",7
"Holdemanella","A89",9
"Holdemanella","A93",5
"Holdemanella","A101",19
"Holdemanella","A109",2
"Holdemanella","A113",13
"Holdemanella","A114",1719
"Holdemanella","A115",17
"Holdemanella","A142",36
"Holdemanella","A144",16
"Holdemanella","A149",12
"Holdemanella","A164",9
"Holdemanella","A165",12
"Holdemanella","B1",264
"Holdemanella","B2",11
"Holdemanella","B3",6
"Holdemanella","B5",17
"Holdemanella","B6",10
"Holdemanella","B7",9
"Holdemanella","B8",6
"Holdemanella","B13",8
"Holdemanella","B14",3
"Holdemanella","B28",10
"Holdemanella","B29",5
"Holdemanella","B36",8
"Holdemanella","B37",9
"Holdemanella","B94",9
"Holdemanella","B99",5
"Holdemanella","B103",14
"Holdemanella","B106",16
"Holdemanella","B111",13
"Holdemanella","B114",13
"Holdemanella","B115",7
"Holdemanella","B120",19
"Holdemanella","B127",12
"Holdemanella","B132",17
"Holdemanella","B141",13
"Holdemanella","B142",7
"Holdemanella","B143",4
"Holdemanella","B152",12
"Holdemanella","B156",9
"Holdemanella","B158",10
"Holdemanella","B164",8
"Prevotella","A3",3
"Prevotella","A5",1666
"Prevotella","A6",104
"Prevotella","A9",12
"Prevotella","A31",132
"Prevotella","A51",125
"Prevotella","A52",133
"Prevotella","A53",1699
"Prevotella","A54",124
"Prevotella","A59",5
"Prevotella","A67",6
"Prevotella","A68",105
"Prevotella","A69",128
"Prevotella","A71",1200
"Prevotella","A73",118
"Prevotella","A76",1181
"Prevotella","A78",133
"Prevotella","A87",7
"Prevotella","A89",139
"Prevotella","A93",8
"Prevotella","A101",6
"Prevotella","A109",127
"Prevotella","A113",121
"Prevotella","A114",12
"Prevotella","A115",2
"Prevotella","A142",15
"Prevotella","A144",13
"Prevotella","A149",134
"Prevotella","A164",1515
"Prevotella","A165",1120
"Prevotella","B1",6
"Prevotella","B2",2
"Prevotella","B3",9
"Prevotella","B5",3
"Prevotella","B6",2
"Prevotella","B7",7
"Prevotella","B8",2
"Prevotella","B13",5
"Prevotella","B14",1
"Prevotella","B28",26
"Prevotella","B29",5
"Prevotella","B36",2
"Prevotella","B37",3
"Prevotella","B94",6
"Prevotella","B99",2
"Prevotella","B103",8
"Prevotella","B106",9
"Prevotella","B111",8
"Prevotella","B114",31
"Prevotella","B115",1
"Prevotella","B120",10
"Prevotella","B127",10
"Prevotella","B132",8
"Prevotella","B141",1
"Prevotella","B142",3
"Prevotella","B143",2
